"H0022200","R0000100","R0007900","R0173600","R0214700","R0214800","R1774200","T4892700","T5176100","T5595900","T5596000","T5596200","T5596700","T5599700","T5599800","T5599900","T5600000","T5619500","T5621700","T5731800","T5732000","T5772700","T5772900","T5774300"
-4,9608,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9609,12,13,2,2,4,210,-4,5,7,1,1,1,5,5,0,13676,-4,0,0,1820,0,13
-4,9610,5,12,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9611,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9612,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9613,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9614,12,12,3,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9615,-3,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9616,3,12,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9617,8,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9618,9,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9619,8,14,1,2,5,182,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9620,-2,14,1,2,4,160,-4,5,4,5,2,1,2,3,0,0,-4,1,1,0,0,9
4,9621,12,10,2,1,-5,135,-4,5,9,1,1,2,2,3,0,0,-4,1,0,0,0,17
4,9622,12,11,1,1,4,160,-4,5,8,1,2,4,2,2,1,44000,-4,0,0,2080,0,23
-4,9623,11,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9624,12,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9625,12,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9626,12,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9627,14,14,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9628,-3,11,1,1,4,254,-4,5,5,2,1,1,5,5,0,0,-4,0,1,0,0,19
-4,9629,12,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9630,9,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9631,11,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9632,12,14,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9633,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9634,14,13,2,2,4,212,-4,5,9,4,1,4,1,1,1,0,-4,1,0,0,0,4
3,9635,14,13,2,2,4,240,-4,5,11,2,2,1,3,4,1,35000,-4,1,0,1300,0,10
4,9636,13,10,2,1,4,235,13,6,3,2,2,4,4,4,0,5700,-4,1,0,2320,0,9
4,9637,17,14,1,2,4,165,16,4,11,2,1,1,1,1,0,82000,-4,0,0,2340,0,17
3,9638,17,11,1,1,4,219,-4,5,6,-4,2,4,4,3,0,107000,-4,0,0,2080,0,9
5,9639,17,11,1,1,4,285,15,5,11,1,1,1,5,5,2,0,-4,0,0,0,0,16
4,9640,12,13,2,2,4,210,-4,5,8,2,2,1,2,2,3,87000,-4,0,0,2080,0,10
5,9641,12,14,1,2,7,192,-4,5,8,1,1,1,1,1,0,25000,-4,1,0,2080,0,9
-4,9642,12,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9643,12,11,1,1,4,220,-4,5,8,-4,1,1,4,4,0,25000,-4,0,0,1300,0,13
3,9644,9,14,1,2,4,-5,-4,5,3,3,1,1,1,1,2,22000,-4,0,0,2912,0,10
2,9645,9,11,1,1,4,207,-4,5,9,2,2,3,1,1,0,50000,-4,0,0,2340,0,7
4,9646,9,11,1,1,4,190,-4,5,7,2,2,1,2,2,0,110000,-4,0,1,3155,0,13
-4,9647,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9648,-3,14,1,2,7,116,-4,5,2,1,1,2,5,5,0,0,-4,0,0,0,0,3
-4,9649,8,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9650,12,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9651,7,11,1,1,4,185,-4,5,9,2,2,3,4,4,2,62000,-4,0,1,2080,0,7
-4,9652,12,14,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9653,16,14,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9654,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9655,14,14,1,2,-5,178,-4,5,6,2,2,1,3,3,0,52000,-4,0,1,2080,0,16
-4,9656,6,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9657,13,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9658,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9659,8,14,1,2,7,118,-4,5,1,2,-4,3,2,2,0,75000,-4,0,0,2080,0,7
4,9660,16,14,1,2,4,152,-4,5,3,1,2,1,2,1,1,48021,-4,0,0,2080,0,4
3,9661,18,14,1,2,3,155,-4,5,2,4,1,4,1,1,1,130000,-4,0,1,2080,0,11
4,9662,7,14,1,2,4,240,-4,5,5,1,2,1,3,4,5,60000,-4,0,0,1884,0,9
-4,9663,16,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9664,17,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9665,12,14,1,2,4,230,-4,5,7,2,1,1,2,3,1,80000,-4,0,0,2802,0,11
-4,9666,12,11,1,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9667,20,11,1,1,4,200,-4,5,7,1,1,4,4,4,3,332954,-4,0,0,2600,0,6
-4,9668,20,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9669,12,11,1,1,4,320,-4,5,9,1,2,4,4,4,3,332954,-4,0,0,2395,0,14
3,9670,11,10,2,1,4,-5,-4,6,0,1,1,4,3,3,2,30000,-4,0,0,2080,0,11
-4,9671,10,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9672,12,13,2,2,7,190,-4,5,8,2,1,1,2,2,0,0,-4,1,0,0,0,10
5,9673,10,10,2,1,4,215,-4,5,11,3,3,3,4,4,1,-1,-4,0,0,1805,0,4
3,9674,10,10,2,1,4,310,-4,6,5,-4,2,4,3,1,2,122000,-4,0,0,2360,0,6
3,9675,12,13,2,2,4,163,-4,5,4,2,2,1,2,3,0,55000,-4,1,0,2413,0,15
3,9676,6,13,2,2,4,156,-4,5,2,2,2,1,2,3,1,55000,-4,0,0,3395,0,7
5,9677,11,10,2,1,4,270,-4,6,1,1,2,3,3,5,0,41000,-4,0,0,3255,0,8
-4,9678,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9679,12,10,2,1,4,180,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9680,4,13,2,2,4,170,-4,5,0,5,5,3,3,5,0,0,-4,0,0,0,0,15
4,9681,4,10,2,1,5,152,-4,5,6,1,1,3,1,1,1,0,-4,0,0,0,0,5
5,9682,14,10,2,1,4,110,-4,5,7,5,5,2,5,5,3,0,-4,0,0,0,0,1
1,9683,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9684,14,13,2,2,4,160,-4,5,2,1,1,1,3,3,10,28000,-4,0,0,2380,0,14
5,9685,14,10,2,1,4,165,-4,5,7,4,2,3,3,3,0,0,-4,1,0,0,0,0
4,9686,3,13,2,2,4,165,-4,5,2,2,2,4,4,4,1,0,-4,1,0,0,0,14
1,9687,11,10,2,1,4,153,-4,5,8,2,2,3,3,3,0,36000,-4,0,0,2080,0,24
4,9688,12,10,2,1,5,243,-4,5,6,5,5,1,2,2,0,0,-4,0,0,0,0,8
-4,9689,3,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9690,3,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9691,16,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9692,16,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9693,14,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9694,16,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9695,17,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9696,20,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9697,8,10,2,1,4,190,-4,5,11,2,2,3,2,2,1,332954,-4,0,0,2290,0,10
-4,9698,-2,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9699,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9700,16,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9701,16,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9702,18,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9703,20,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9704,16,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9705,9,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9706,6,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9707,13,13,2,2,5,178,-4,5,10,2,1,1,1,1,0,0,-4,0,1,0,0,15
4,9708,12,13,2,2,4,200,-4,5,2,2,1,1,1,1,0,150000,-4,0,0,2448,0,13
-4,9709,18,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9710,16,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9711,7,13,2,2,5,200,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9712,14,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9713,16,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9714,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9715,18,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9716,14,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9717,12,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9718,18,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9719,18,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9720,20,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9721,20,12,3,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9722,19,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9723,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9724,18,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9725,16,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9726,14,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9727,19,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9728,16,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9729,16,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9730,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9731,-3,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9732,8,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9733,16,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9734,16,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9735,16,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9736,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9737,16,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9738,17,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9739,17,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9740,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9741,11,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9742,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9743,12,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9744,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9745,10,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9746,17,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9747,12,10,2,1,4,247,-4,6,3,1,1,1,2,2,2,0,-4,0,1,760,-3,14
-4,9748,16,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9749,13,13,2,2,-5,185,-4,5,9,1,1,1,2,3,1,100000,-4,0,1,1824,4,14
-4,9750,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9751,16,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9752,14,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9753,10,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9754,3,14,1,2,2,250,-4,5,7,5,1,4,1,1,1,0,-4,1,1,0,0,4
-4,9755,11,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9756,16,13,2,2,4,-1,-4,5,0,5,2,4,1,1,1,0,-4,0,0,0,0,13
1,9757,12,13,2,2,4,175,-4,5,4,2,1,3,3,4,1,59000,-4,0,0,2080,0,7
1,9758,-2,13,2,2,4,145,-4,5,4,2,2,4,3,3,4,-1,-4,1,0,2080,0,9
4,9759,16,13,2,2,4,215,-4,5,3,2,2,1,1,1,2,600,-4,1,0,4,0,17
1,9760,-2,10,2,1,4,210,-4,5,8,2,2,3,5,5,5,55000,-4,1,0,5096,0,28
1,9761,-4,10,2,1,4,180,-4,6,0,1,1,4,5,5,2,103000,-4,1,1,3930,0,18
1,9762,9,11,1,1,4,195,-4,5,8,2,2,1,1,1,0,64000,-4,0,1,2375,0,7
1,9763,8,14,1,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9764,13,10,2,1,4,265,-4,6,2,2,2,3,4,4,0,0,-4,1,0,0,0,8
-4,9765,12,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9766,-3,13,2,2,4,208,-4,5,10,1,1,3,5,5,3,-2,-4,0,0,2250,0,4
1,9767,12,10,2,1,4,195,-4,5,6,1,1,4,5,1,0,0,-4,0,0,2600,0,13
-2,9768,-2,13,2,2,4,165,-4,5,2,-2,-2,4,2,2,2,0,-4,1,1,0,0,5
-4,9769,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9770,7,11,1,1,5,200,-4,5,9,1,1,3,3,3,2,50000,-4,1,0,2900,0,22
-4,9771,7,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9772,9,14,1,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9773,9,11,1,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9774,10,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9775,11,11,1,1,4,243,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9776,9,11,1,1,3,200,-4,5,5,1,1,1,1,2,0,85000,-4,0,1,3630,0,8
2,9777,9,11,1,1,4,240,-4,5,9,2,2,1,2,2,4,84000,-4,0,1,2080,0,7
1,9778,12,14,1,2,4,132,-4,5,2,2,2,1,4,4,2,0,-4,0,0,480,0,4
3,9779,9,11,1,1,4,170,-4,5,8,2,2,1,1,4,0,25000,-4,0,0,2656,0,5
-4,9780,7,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9781,8,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9782,15,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9783,12,11,1,1,4,220,-4,6,0,2,1,4,2,2,1,50000,-4,1,1,2080,0,6
5,9784,12,14,1,2,4,213,-4,5,7,2,1,1,2,3,2,0,-4,0,0,0,0,15
-4,9785,6,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9786,12,11,1,1,4,195,-4,5,8,2,2,1,1,1,0,53000,-4,0,0,2764,0,11
-4,9787,-2,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9788,16,11,1,1,2,135,-4,5,8,2,2,4,4,4,1,1800,-4,1,0,192,0,15
3,9789,10,14,1,2,7,160,-4,5,4,2,2,1,3,3,0,21000,-4,0,1,1820,0,17
2,9790,10,14,1,2,4,107,-4,5,1,2,1,3,4,4,1,70000,-4,0,0,1300,0,13
-4,9791,8,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9792,6,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9793,12,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9794,8,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9795,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9796,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9797,12,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9798,8,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9799,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9800,0,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9801,2,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9802,4,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9803,15,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9804,0,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9805,0,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9806,11,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9807,11,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9808,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9809,12,14,1,2,6,120,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9810,8,11,1,1,7,160,-4,6,2,2,2,3,2,1,10,12000,-4,0,0,2529,0,13
2,9811,0,14,1,2,4,165,-4,4,5,2,2,4,3,4,1,12000,-4,0,0,1294,0,16
4,9812,0,11,1,1,4,210,-4,5,10,1,1,4,5,5,0,4500,-4,0,0,644,7,14
3,9813,0,14,1,2,4,-5,-4,5,5,2,2,1,3,2,2,68000,-4,0,0,2080,0,9
5,9814,0,11,1,1,4,210,-4,5,8,1,2,3,3,3,1,52000,-4,0,0,2080,0,7
1,9815,2,11,1,1,4,135,-4,5,11,1,1,4,5,5,0,7259,-4,0,0,608,0,14
1,9816,2,11,1,1,4,230,-4,5,7,4,4,3,5,5,0,3000,-4,0,0,0,-3,17
3,9817,2,14,1,2,3,162,-4,5,4,1,1,4,3,5,1,30000,-4,0,0,2080,0,13
-4,9818,10,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9819,8,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9820,14,14,1,2,4,150,-4,5,4,-4,-4,1,3,3,0,85500,0,1,0,2582,0,16
4,9821,14,11,1,1,4,-5,-4,5,11,5,2,3,4,4,0,0,-4,0,0,0,0,11
1,9822,14,11,1,1,4,215,-4,5,6,1,-4,4,5,5,1,75000,-4,0,0,2601,0,8
3,9823,8,10,2,1,4,195,-4,5,7,2,2,3,2,2,1,40000,-4,0,0,2080,0,4
3,9824,4,13,2,2,4,200,-4,5,3,2,1,1,2,2,3,98000,-4,0,0,1821,0,19
5,9825,12,10,2,1,4,200,-4,5,11,3,1,1,5,5,0,32000,12700,0,0,450,0,15
4,9826,12,13,2,2,4,165,-4,5,6,1,1,3,1,1,0,0,-4,0,0,0,0,8
-4,9827,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9828,-2,14,1,2,4,285,-4,4,11,2,2,1,2,5,0,0,-4,1,0,0,0,1
3,9829,0,11,1,1,4,190,-4,5,9,2,1,4,3,3,4,44000,-4,0,1,2098,0,16
3,9830,0,14,1,2,4,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9831,-2,14,1,2,5,130,-4,4,11,2,2,1,2,2,0,0,-4,0,1,0,0,11
-4,9832,12,14,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9833,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
