"H0022200","R0000100","R0007900","R0173600","R0214700","R0214800","R1774200","T4892700","T5176100","T5595900","T5596000","T5596200","T5596700","T5599700","T5599800","T5599900","T5600000","T5619500","T5621700","T5731800","T5732000","T5772700","T5772900","T5774300"
-4,6178,8,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6179,8,13,2,2,4,190,-4,6,0,2,2,3,1,2,0,15000,-4,1,0,0,20,12
4,6180,8,10,2,1,5,190,-4,6,2,1,1,2,5,4,1,0,-4,0,0,0,0,14
4,6181,8,13,2,2,4,255,-4,5,9,2,2,4,3,3,1,0,-4,1,0,0,-3,28
-4,6182,12,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6183,13,13,2,2,4,-5,-4,5,7,1,1,4,5,5,3,65000,-4,0,0,2080,0,3
-4,6184,9,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6185,6,13,2,2,4,157,-4,5,4,2,2,1,1,1,1,70000,-4,1,0,2080,0,3
4,6186,6,10,2,1,4,155,-4,5,9,2,1,2,1,1,1,0,-4,0,1,0,0,8
5,6187,-3,10,2,1,5,140,-4,5,8,2,2,2,4,4,4,9000,-4,0,1,2080,0,9
-4,6188,6,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6189,6,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6190,6,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6191,6,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6192,6,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6193,6,10,2,1,4,229,-4,5,7,1,1,1,1,1,0,50000,-4,0,0,2080,0,15
5,6194,6,13,2,2,5,233,-4,5,0,2,2,1,1,1,0,107000,-4,0,0,3120,0,3
2,6195,12,13,2,2,4,140,-4,5,5,2,2,3,5,5,1,28000,-4,0,1,2080,0,5
1,6196,13,10,2,1,4,168,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6197,12,13,2,2,4,-2,-4,5,6,5,1,1,2,2,1,0,-4,0,0,0,0,16
3,6198,-3,10,2,1,4,200,-4,5,8,2,2,3,2,1,1,0,-4,0,1,0,0,4
5,6199,11,10,2,1,4,200,-4,5,8,1,1,3,5,5,0,40000,-4,0,0,2466,0,13
1,6200,5,10,2,1,4,200,-4,6,1,1,2,3,2,2,1,0,-4,0,1,0,0,12
1,6201,6,10,2,1,5,165,-4,5,7,2,2,4,5,3,1,27000,-4,0,0,2392,0,13
4,6202,11,13,2,2,4,176,-4,5,3,1,1,3,1,1,0,0,-4,0,1,0,0,3
-4,6203,12,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6204,12,13,2,2,-5,250,-4,5,5,2,-4,1,5,5,1,880,-4,1,-1,0,52,6
5,6205,12,13,2,2,4,200,-4,5,5,-4,-4,1,2,2,3,42000,-4,1,1,2080,0,3
3,6206,-2,13,2,2,4,160,-4,5,6,1,2,2,3,3,2,0,-4,1,0,0,25,16
4,6207,9,10,2,1,4,190,-4,5,10,2,2,1,2,1,0,50000,-4,0,0,2176,0,14
-4,6208,6,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6209,-2,13,2,2,4,175,-4,5,3,1,2,3,4,4,0,30000,-4,0,0,2080,0,11
5,6210,12,13,2,2,4,180,-4,5,2,2,2,4,5,3,3,33000,-4,0,1,2496,0,7
-4,6211,8,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6212,4,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6213,4,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6214,4,13,2,2,4,285,-4,5,10,2,-1,1,1,1,0,-1,-4,1,0,1560,0,7
3,6215,2,13,2,2,4,155,-4,5,0,2,4,3,1,1,0,40000,-4,0,0,1820,0,2
3,6216,5,10,2,1,4,170,-4,5,7,2,2,3,3,1,0,60000,-4,0,0,2080,0,9
2,6217,5,13,2,2,5,158,-4,5,4,4,2,4,3,3,0,24000,-4,0,0,2080,0,10
1,6218,12,10,2,1,5,191,-4,6,2,1,1,3,2,1,0,30000,-4,0,0,2080,0,13
1,6219,-2,13,2,2,4,200,-4,5,9,-4,-4,3,1,1,0,40000,-4,0,0,2815,-3,15
5,6220,11,13,2,2,4,195,-4,5,6,2,2,4,3,3,1,25000,-4,0,0,1872,0,8
4,6221,9,13,2,2,4,230,-4,5,4,2,2,3,2,1,1,-2,-4,0,0,2080,0,7
5,6222,-2,10,2,1,4,225,-4,6,2,-4,-4,3,3,3,0,0,-4,0,0,416,0,9
4,6223,-2,13,2,2,4,130,-4,5,4,3,1,2,5,5,0,0,-4,0,0,0,0,6
2,6224,8,10,2,1,5,208,-4,6,1,2,1,3,1,1,1,40000,-4,0,1,2425,0,8
5,6225,8,13,2,2,4,156,-4,5,5,1,1,4,3,3,0,54000,-4,0,0,2600,0,2
4,6226,14,10,2,1,4,200,-4,6,1,2,2,1,2,3,0,500,-4,0,0,0,0,12
3,6227,12,13,2,2,4,220,-4,5,2,3,2,1,2,2,0,24000,-4,1,0,2340,0,23
2,6228,14,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6229,14,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6230,6,10,2,1,5,145,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6231,-4,13,2,2,5,149,-4,5,8,1,3,2,4,4,0,0,-4,0,0,0,6,4
4,6232,12,13,2,2,-5,125,-4,5,3,1,2,2,2,1,2,0,-4,0,0,0,0,5
3,6233,12,13,2,2,4,160,-4,5,5,2,2,1,1,1,1,25000,-4,0,0,1530,0,11
3,6234,6,13,2,2,5,210,-4,5,6,2,1,1,1,1,0,0,-4,0,0,0,0,1
4,6235,6,13,2,2,4,170,-4,5,0,4,4,1,5,5,3,14000,-4,1,1,2852,0,22
5,6236,-2,10,2,1,4,250,-4,6,1,2,1,4,5,5,1,72000,-4,0,0,2860,0,6
1,6237,-2,13,2,2,4,150,-4,5,8,1,1,3,3,3,4,18000,-4,1,1,2080,0,15
4,6238,12,13,2,2,4,350,-4,5,7,1,3,1,3,3,4,77000,-4,1,1,2080,0,14
4,6239,6,13,2,2,4,190,-4,5,8,2,2,4,3,3,1,29000,-4,0,0,2085,0,15
3,6240,10,13,2,2,4,190,-4,5,6,2,2,1,3,3,1,32000,-4,0,0,2080,0,7
1,6241,-2,10,2,1,4,185,-4,5,9,2,1,1,4,4,3,0,30000,0,0,0,0,11
1,6242,8,10,2,1,4,185,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,6243,12,13,2,2,4,198,-4,5,3,1,2,1,5,5,0,21000,-4,0,0,1407,0,24
4,6244,9,13,2,2,4,250,-4,4,11,-4,2,1,3,2,4,17000,-4,0,1,2080,0,19
-4,6245,11,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6246,16,14,1,2,4,130,-4,5,5,2,2,3,2,2,0,11000,-4,0,0,1290,0,28
3,6247,10,10,2,1,4,195,-4,5,4,2,2,1,4,4,3,50000,-4,0,0,2046,0,16
4,6248,16,10,2,1,4,190,-4,5,10,1,1,3,5,5,0,0,-4,0,0,0,5,11
3,6249,12,10,2,1,4,160,-4,5,7,4,4,4,5,5,4,0,-4,0,0,0,0,20
-4,6250,7,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6251,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,6252,-3,10,2,1,3,215,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6253,12,10,2,1,4,173,-4,5,8,2,2,1,5,5,0,43000,-4,0,0,2080,0,20
5,6254,-2,10,2,1,7,170,-4,6,0,5,1,2,3,3,2,0,-4,0,0,0,0,14
1,6255,-3,13,2,2,4,190,-4,5,4,2,1,3,1,1,0,22000,-4,0,0,2080,0,17
2,6256,-2,13,2,2,4,185,-4,5,8,1,1,3,4,1,1,10000,-4,1,0,399,0,24
5,6257,9,13,2,2,-5,230,-4,5,8,-4,2,1,3,3,0,0,-4,1,0,0,0,9
1,6258,-2,13,2,2,4,170,-4,5,4,2,2,2,5,5,2,-2,-4,0,0,780,0,8
5,6259,-2,13,2,2,5,-5,-4,4,11,1,1,4,1,3,0,0,-4,0,0,0,-3,5
-4,6260,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6261,19,10,2,1,4,220,-4,5,11,2,2,1,3,3,0,180000,-4,0,0,2080,0,14
-4,6262,11,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6263,14,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6264,14,13,2,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6265,12,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6266,12,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6267,16,13,2,2,4,250,-4,5,4,2,-4,1,3,3,0,50000,-4,0,1,2084,0,9
2,6268,12,13,2,2,4,180,-4,5,2,2,2,1,3,3,3,0,-4,0,0,0,0,10
-4,6269,-3,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6270,6,13,2,2,4,158,-4,5,5,2,1,1,2,2,2,40000,-4,0,1,2184,0,5
-4,6271,6,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6272,7,10,2,1,4,165,-4,5,10,2,1,4,4,4,5,54000,-4,0,0,2080,0,7
4,6273,12,13,2,2,5,157,-4,5,7,2,5,2,5,3,0,0,-4,0,0,0,0,1
5,6274,4,13,2,2,4,180,-4,5,0,2,1,1,5,5,0,9600,-4,1,1,805,0,17
5,6275,-2,13,2,2,4,136,-4,4,11,1,1,3,1,1,0,0,-4,0,0,0,0,6
4,6276,7,13,2,2,4,200,-4,5,6,2,2,1,4,4,4,0,-4,0,0,0,0,14
4,6277,4,13,2,2,4,220,-4,5,8,2,2,1,3,3,1,75000,-4,0,0,4180,0,5
3,6278,-3,13,2,2,4,197,-4,5,3,2,2,1,1,1,2,90000,-4,0,0,2110,0,8
2,6279,8,10,2,1,4,155,-4,5,11,-2,1,4,5,5,0,-2,-4,0,0,0,0,14
4,6280,10,13,2,2,5,130,-4,5,4,1,-1,4,3,5,1,0,-4,1,0,0,0,1
-4,6281,1,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6282,0,13,2,2,4,197,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,18
4,6283,-2,13,2,2,4,99,-4,5,1,1,2,4,3,3,1,0,-4,0,1,0,0,11
-4,6284,7,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6285,12,3,2,1,-5,195,-4,6,2,1,4,1,1,1,0,87000,-4,0,0,2135,0,20
5,6286,-2,13,2,2,4,222,-4,5,6,2,1,1,2,3,3,50000,-4,0,0,2080,0,4
1,6287,-2,10,2,1,4,220,-4,5,11,1,1,4,4,5,3,84000,-4,0,1,2174,0,7
-4,6288,12,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6289,12,13,2,2,4,165,-4,5,3,2,1,1,2,2,1,90000,-4,0,0,2080,0,9
2,6290,-3,13,2,2,4,220,-4,5,6,2,1,3,3,3,4,0,-4,0,0,0,0,9
1,6291,12,13,2,2,4,120,-4,5,2,1,2,1,4,3,1,120000,-4,0,0,4888,0,15
5,6292,-2,10,2,1,4,195,-4,5,6,2,2,2,5,5,1,0,-4,0,0,0,0,8
5,6293,-2,13,2,2,4,280,-4,5,9,2,2,3,3,3,2,55000,-4,0,1,2340,0,3
4,6294,11,13,2,2,4,250,-4,5,3,5,5,4,0,0,3,0,-4,0,1,0,19,5
4,6295,12,13,2,2,4,182,-4,5,6,1,1,4,5,5,0,4000,-4,0,1,1040,0,9
4,6296,8,13,2,2,4,159,-4,5,5,2,2,1,1,1,0,0,-4,0,0,0,0,15
1,6297,2,13,2,2,4,195,-4,5,7,2,2,1,3,3,1,0,-4,0,0,0,0,5
4,6298,1,10,2,1,4,250,-4,5,7,5,2,1,3,3,2,2500,-4,0,0,440,0,14
1,6299,-2,13,2,2,4,135,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6300,6,10,2,1,4,187,-4,5,9,2,1,3,1,1,0,0,-4,0,0,0,0,9
2,6301,6,10,2,1,4,168,-4,5,6,2,2,4,1,1,1,75000,-4,0,0,2505,0,16
3,6302,8,13,2,2,4,-5,-4,5,6,-4,-4,1,3,3,2,24000,-4,0,0,2080,0,4
1,6303,9,10,2,1,4,167,-4,6,0,1,1,3,3,3,1,0,-4,0,0,3110,0,11
5,6304,9,10,2,1,4,185,-4,5,5,-4,-4,4,5,5,0,20000,-4,0,0,760,33,11
1,6305,-2,10,2,1,4,197,-4,5,6,1,1,1,1,1,0,0,30000,0,1,3800,0,2
4,6306,2,13,2,2,4,205,-4,5,5,5,5,4,0,0,0,0,-4,0,0,0,0,1
-4,6307,12,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6308,-2,13,2,2,4,182,-4,5,4,2,2,3,3,3,1,20000,-4,0,0,1590,0,7
5,6309,-2,10,2,1,4,207,-4,6,0,2,2,1,3,3,1,0,-4,0,0,0,0,9
4,6310,6,13,2,2,4,260,-4,5,3,2,2,1,2,1,1,0,-4,0,1,0,0,3
2,6311,0,13,2,2,4,203,-4,5,2,2,2,4,3,3,0,0,-4,1,-2,0,0,5
4,6312,0,13,2,2,4,191,-4,5,0,2,1,1,3,3,0,0,-4,0,0,0,0,8
1,6313,12,13,2,2,4,160,-4,5,4,2,1,1,3,3,0,-1,-4,0,0,2314,0,12
-4,6314,8,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6315,4,13,2,2,4,142,-4,5,3,-4,-4,4,4,4,1,0,-4,0,0,0,0,16
1,6316,9,10,2,1,4,185,-4,5,7,1,1,3,2,2,0,0,-4,1,0,0,0,19
3,6317,9,10,2,1,5,198,-4,5,11,2,1,1,1,1,2,18000,-4,0,1,0,0,25
5,6318,12,13,2,2,4,-5,-4,5,3,2,2,1,1,1,0,35000,-4,0,0,6550,0,16
-4,6319,12,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6320,16,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6321,16,13,2,2,4,140,19,5,6,2,2,1,1,1,0,26000,-4,0,0,224,-3,14
-4,6322,-2,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6323,16,10,2,1,4,205,-4,5,8,5,1,1,1,1,1,18000,-4,0,0,2524,0,12
2,6324,17,13,2,2,4,170,-4,5,2,2,2,4,2,2,2,83900,-4,0,0,2864,0,12
-4,6325,9,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6326,8,10,2,1,4,240,-4,5,11,1,2,1,3,2,1,0,-4,0,0,0,15,9
3,6327,11,13,2,2,4,156,-4,5,3,1,1,3,3,3,1,25000,-4,0,0,2080,0,5
-4,6328,-4,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6329,12,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6330,12,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6331,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6332,-2,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6333,9,13,2,2,4,175,16,5,7,2,2,1,1,1,5,-1,-4,1,0,2205,0,3
5,6334,8,13,2,2,5,190,-4,5,7,1,2,1,4,1,3,21000,-4,0,0,2080,0,10
1,6335,-2,13,2,2,4,210,-4,5,7,2,2,1,1,1,1,30000,-4,0,1,1408,0,9
4,6336,8,13,2,2,5,263,-4,5,1,2,2,4,5,5,2,27000,-4,1,1,2080,0,16
3,6337,8,13,2,2,5,157,-4,5,0,1,2,4,1,1,0,24643,-4,0,1,2860,0,15
4,6338,8,13,2,2,5,196,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6339,-2,13,2,2,4,230,-4,5,3,1,1,1,3,3,3,99000,-4,0,0,1160,23,2
1,6340,12,10,2,1,5,145,-4,5,6,1,1,4,1,1,2,43000,-4,0,0,2264,0,1
-4,6341,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6342,-2,13,2,2,4,190,-4,5,7,1,1,4,2,3,2,12000,-4,1,0,1260,0,6
4,6343,4,13,2,2,4,325,-4,5,8,2,2,1,1,2,0,0,-4,0,0,0,0,12
3,6344,10,13,2,2,5,187,-4,5,5,2,1,1,3,3,1,0,-4,0,1,608,0,9
5,6345,-2,13,2,2,4,260,-4,5,7,1,-2,4,5,5,0,16000,-4,0,0,2080,0,6
3,6346,-2,10,2,1,4,200,-4,5,11,2,2,3,5,5,3,0,-4,1,0,2470,2,12
2,6347,-2,10,2,1,4,205,-4,6,1,1,1,4,5,5,6,36000,-4,0,0,2112,0,7
-4,6348,7,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6349,9,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6350,6,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6351,5,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6352,8,10,2,1,4,220,-4,5,9,2,2,1,3,3,1,0,-4,0,0,0,0,12
1,6353,-2,13,2,2,5,155,-4,5,3,2,2,3,1,3,1,52000,-4,0,1,2340,0,2
-4,6354,6,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6355,6,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6356,-2,13,2,2,5,190,-4,5,4,4,2,3,2,2,0,0,-4,1,1,0,0,10
1,6357,10,13,2,2,4,156,-4,5,7,2,2,4,3,1,1,0,-4,0,0,230,20,15
1,6358,9,13,2,2,5,167,-4,5,3,1,3,3,4,4,2,24000,-4,0,0,2080,0,9
1,6359,9,10,2,1,4,140,-4,5,7,2,2,3,3,5,3,0,-4,0,0,0,0,10
-4,6360,-2,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6361,3,10,2,1,4,248,-4,5,11,1,2,1,3,3,0,0,-4,0,0,0,0,12
4,6362,3,13,2,2,4,206,-4,5,4,5,5,1,3,2,2,0,-4,0,0,0,0,9
1,6363,-3,13,2,2,4,171,-4,5,4,4,4,3,1,1,0,56000,-4,0,1,2080,0,7
1,6364,-2,13,2,2,5,172,-4,5,4,4,4,3,3,3,1,0,-4,0,0,0,0,4
1,6365,-2,13,2,2,5,200,-4,5,7,2,2,3,1,1,2,-2,-4,0,0,2080,0,1
4,6366,-3,13,2,2,4,-5,-4,5,7,2,2,1,1,1,0,35000,-4,1,1,4160,0,14
-4,6367,6,13,2,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6368,12,13,2,2,5,145,-4,5,4,1,2,1,2,2,1,0,-4,0,0,0,0,1
5,6369,10,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6370,10,13,2,2,4,-5,-4,5,6,-4,1,4,1,1,1,29000,-4,0,0,2000,2,8
2,6371,-2,13,2,2,5,180,-4,5,7,-4,2,4,3,3,0,0,-4,0,0,0,0,8
1,6372,-2,13,2,2,4,150,-4,5,4,2,2,1,1,1,0,65000,-4,0,0,416,0,2
5,6373,8,13,2,2,4,280,-4,5,1,2,1,1,3,1,1,50000,-4,0,1,2080,0,11
3,6374,7,13,2,2,4,300,-4,5,0,2,2,1,3,3,2,35000,-4,1,1,3120,0,6
5,6375,7,13,2,2,4,246,-4,5,2,2,1,4,3,3,0,-2,-4,1,0,1910,0,8
5,6376,7,13,2,2,4,153,-4,5,5,2,2,1,3,3,2,0,-4,0,0,0,0,1
5,6377,7,13,2,2,4,160,-4,5,8,2,2,1,1,3,2,62000,-4,1,0,2080,0,4
-4,6378,7,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6379,7,13,2,2,5,150,-4,5,7,2,1,1,2,2,2,0,-4,0,-2,0,42,21
5,6380,3,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,6381,-2,13,2,2,5,140,-4,5,5,2,1,3,1,1,1,0,-4,0,0,0,0,5
2,6382,-2,13,2,2,5,170,-4,5,5,2,1,4,3,3,9,-2,-4,1,0,1924,0,3
4,6383,6,13,2,2,4,228,-4,5,6,2,1,1,5,5,1,0,-4,0,1,0,0,9
-4,6384,-2,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6385,-2,13,2,2,4,260,-4,5,4,2,1,1,1,3,0,65000,-4,0,1,2349,0,8
5,6386,-2,10,2,1,4,265,-4,6,1,2,1,1,1,1,0,18000,-4,0,0,2080,0,15
4,6387,-2,13,2,2,4,120,-4,5,6,2,2,4,1,1,0,0,-4,0,0,0,0,8
2,6388,-2,10,2,1,4,190,-4,5,10,2,2,3,5,5,3,32000,-4,0,0,2275,0,24
2,6389,11,13,2,2,5,265,-4,5,3,1,1,4,5,4,1,0,-4,0,0,0,0,2
3,6390,-2,10,2,1,4,200,-4,6,0,2,2,3,1,1,3,-1,-4,0,0,3760,0,31
-4,6391,10,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6392,16,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6393,-2,13,2,2,4,120,-4,5,3,3,1,3,3,5,0,0,-4,0,0,0,6,16
4,6394,-2,13,2,2,4,203,-4,5,8,5,2,4,3,3,1,0,-4,0,0,0,0,2
4,6395,9,10,2,1,4,142,-4,5,8,2,3,2,3,4,2,0,-4,0,0,0,0,4
5,6396,12,13,2,2,4,154,-4,5,1,1,2,1,5,5,3,28000,-4,1,0,2496,0,8
4,6397,-2,13,2,2,5,142,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6398,12,10,2,1,4,150,-4,5,4,1,1,3,5,3,1,-2,-4,0,0,1240,0,2
2,6399,4,13,2,2,5,165,-4,4,11,-4,-4,1,3,2,0,16000,-4,1,1,520,0,5
3,6400,4,13,2,2,5,130,-4,5,6,2,3,4,3,1,1,5000,-4,0,0,2040,0,8
1,6401,11,10,2,1,4,225,-4,6,2,2,1,4,4,3,1,27500,-4,0,0,2080,0,12
-4,6402,12,10,2,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6403,-3,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6404,7,13,2,2,4,171,-4,5,7,1,1,1,1,1,0,59000,-4,0,1,4160,0,9
1,6405,7,13,2,2,4,190,-4,5,5,1,1,1,3,3,0,19760,-4,1,0,2080,0,11
1,6406,9,10,2,1,4,144,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,6407,9,13,2,2,4,184,-4,5,3,1,1,1,3,1,4,22000,-4,1,0,2704,0,13
1,6408,7,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6409,9,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6410,3,13,2,2,5,260,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,6411,5,10,2,1,4,231,-4,6,0,2,1,1,5,5,1,41000,-4,1,1,2040,0,15
5,6412,-2,13,2,2,4,180,-4,5,9,4,1,1,1,3,2,13000,-4,1,0,1820,0,8
5,6413,-2,13,2,2,4,175,-4,5,2,1,1,4,2,2,1,0,-4,0,0,0,0,4
1,6414,6,13,2,2,4,170,-4,5,0,2,2,3,1,1,0,22000,-4,0,0,520,39,6
5,6415,-2,10,2,1,5,180,-4,5,10,2,2,4,1,1,0,0,-4,0,0,1400,0,19
4,6416,-2,13,2,2,4,270,-4,5,4,5,1,1,1,1,0,0,-4,0,0,0,0,0
1,6417,-2,13,2,2,4,159,-4,5,1,2,2,1,3,1,0,-1,-4,0,0,2080,0,8
5,6418,3,13,2,2,4,217,-4,5,8,4,-4,4,1,1,1,-2,-4,0,0,3616,0,3
5,6419,6,10,2,1,4,220,-4,5,10,2,1,1,3,3,0,0,-4,0,0,0,0,12
1,6420,-2,10,2,1,5,195,-4,6,0,1,1,3,2,2,1,-2,-4,0,0,2080,0,7
4,6421,-2,10,2,1,4,180,-4,5,6,1,-4,1,4,5,4,22000,-4,0,0,3730,0,17
